steam_id,review_id,review_text,voted_up,playtime_recorded,playtime_last_2W,timestamp_created,early_access,votes_helpful,votes_funny,comments_count_in_review
76561198291176914,186515433,alwe,True,89974,375,1737960486,False,0,0,0
76561198221715068,186514989,Recommended Game,True,1016354,5234,1737959735,False,0,0,0
76561199204087642,186512647,Хуета,False,16559,0,1737956071,False,0,0,0
76561199013656225,186512156,*9,True,829,791,1737955308,False,0,0,0
76561199060785960,186511104,the best nalang,True,21993,1375,1737953625,False,0,0,0
76561199579391840,186510907,suffering long queue solo divine immortal bracket :sad: need help ty,True,36093,4551,1737953312,False,1,0,0
76561198335044288,186507147,"I’ve wasted over a thousand hours playing this terrible game with awful teammates, and I’m still playing. It’s the worst game ever. 10/10 would recommend.",True,116340,626,1737947878,False,1,0,0
76561198034205870,186507049,love this game!!,True,98368,4678,1737947755,False,1,1,0
76561199156789778,186505635,that is pretty nice game to play and tilt,True,16647,155,1737945907,False,0,0,0
76561199203326434,186505274,game gila ini jangan kamu download,False,56156,2567,1737945396,False,0,0,0
76561199788883947,186504231,liked you can play with friends but its hard,True,629,609,1737943975,False,0,0,0
76561198811498391,186501889,heh,True,178314,180,1737940852,False,0,0,0
76561198112504423,186500780,Besto Game ever Cabrones,True,1068432,12493,1737939318,False,0,0,0
76561198942113333,186500478,"good
",True,271972,484,1737938955,False,0,0,0
76561199057486818,186498434,great game (gg),False,52,52,1737936322,False,0,0,0
76561198973104656,186497339,Nice,True,745,53,1737934995,False,0,0,0
76561199730921785,186497264,"xd
",True,42545,885,1737934890,False,0,0,0
76561198168553143,186496922,I like the gameplay ideas,True,115592,912,1737934488,False,0,0,0
76561199794180438,186496105,"The reporting system doesn't work as it should. Players who ruin games aren't punished as they should. A lot of toxic players as well. Valve/Steam needs to improve, change the way this works.",False,9151,512,1737933529,False,1,0,0
76561198102830801,186494627,"Sick players
Sick community
Unfair rank system
Unfair rules

",False,486668,2956,1737931807,False,1,0,0
76561199081329122,186493857,"это пиздец, а не игра",False,37107,2569,1737930979,False,0,0,0
76561198810719420,186492355,it's awesome,True,81944,441,1737929341,False,0,0,0
76561199196506957,186491723,just no.,False,17536,4081,1737928735,False,1,0,0
76561198991759378,186488998,The only game on this planet i dedicated my life to.,True,438041,4004,1737926013,False,0,0,0
76561197965068312,186486355,A good fast-paced 5v5 MOBA that still runs pretty good on older systems and take very little resources.,True,423011,529,1737923648,False,0,1,0
76561199121121350,186485958,IF YOU WANT TO LOSE YOUR MENTALITY LIKE ME INSTALL THE GAME,False,6471,3378,1737923293,False,1,0,0
76561198396184905,186485689,GG,True,25939,969,1737923032,False,0,0,0
76561199791870645,186484797,So much fun playing solo or with friends.,True,5680,894,1737922260,False,0,0,0
76561198329589591,186484117,i play,True,3726,1840,1737921664,False,0,0,0
76561198000776996,186483192,"Havent rly learned half the heroes yet, but fun!",True,723311,161,1737920850,False,0,0,0
76561199161867303,186482561,the best game,True,61458,1584,1737920321,False,0,0,0
76561199441308784,186482032,NO`1,True,12400,1518,1737919857,False,0,0,0
76561198117347056,186480938,"If you want be banned, just play this game on mac",False,112939,134,1737918892,False,0,0,0
76561198251452478,186479150,"Me LOVE Dota, Dota make me HAPPY",True,76568,1037,1737917490,False,0,0,0
76561198963427569,186478481,.,True,3860,776,1737916946,False,0,0,0
76561199502190161,186477799,"This game is addictive every time you play it. When you lose, you are encouraged to play; when you win, it gets interesting. You can't just quit. It will drain you until you have to stop, so please consider this when downloading.",False,17604,1831,1737916404,False,0,0,0
76561199547301731,186477547,All players are gay.,True,667,29,1737916208,False,0,0,0
76561198966947901,186476522,ggwpoooooo,True,328432,2307,1737915373,False,0,0,0
76561198963761921,186475561,"Дота 2 - помойка
",True,482,0,1737914618,False,0,0,0
76561197994454170,186474956,good,True,1984,1655,1737914128,False,0,0,0
76561199649171535,186473993,nice,True,1993,488,1737913353,False,0,0,0
76561199001049797,186473821,❤️,True,637,3,1737913210,False,0,0,0
76561199595608368,186473404,меня пинает батька,False,14406,535,1737912838,False,0,0,0
76561199161652171,186472658,"pizdec hujna
",False,292,0,1737912226,False,0,0,0
76561198125270841,186471644,Its ruined my life,True,187097,1091,1737911392,False,0,0,0
76561198152061299,186470649,very good game,True,87375,2350,1737910554,False,0,0,0
76561198284765790,186470385,"its good game 
 
",True,127717,4868,1737910322,False,0,0,0
76561198288607587,186470222,Great game!,True,196272,8486,1737910180,False,0,0,0
76561199572792819,186468504,Dota,True,235,235,1737908826,False,0,0,0
76561198391324656,186467655,good game,True,515,515,1737908190,False,0,0,0
76561198981881048,186466750,govno,False,1102,0,1737907498,False,0,0,0
76561198112400695,186466605,"ХУета играю только из-за того что кастомки заебись, рейт дерьма ебаного фул гули и бустеры против по кд, хуй когда пуджа пикнешь так как в бане постоянно так что разрабы удалите нахуй уже его один хуй на нем не играют!",True,107404,770,1737907386,False,1,0,0
76561199175385766,186465296,The Best Game,True,34629,2142,1737906362,False,0,0,0
76561199189051702,186465294,The Best Game,True,36755,2142,1737906359,False,0,0,0
76561199189260195,186465284,The Best Game,True,35320,2142,1737906355,False,0,0,0
76561199189238400,186465278,The Best Game,True,35910,2141,1737906352,False,0,0,0
76561199175101041,186465271,The Best Game,True,35950,2142,1737906348,False,0,0,0
76561199189450795,186465262,The Best Game,True,33271,2142,1737906345,False,0,0,0
76561199189227744,186465257,The Best Game,True,37364,2141,1737906341,False,0,0,0
76561199235730596,186465250,The Best Game,True,12158,2141,1737906338,False,0,0,0
76561199189438190,186465245,The Best Game,True,36000,2142,1737906334,False,0,0,0
76561199189681239,186465242,The Best Game,True,35845,2141,1737906331,False,0,0,0
76561199189345020,186465235,The Best Game,True,36283,2141,1737906327,False,0,0,0
76561199189690516,186465230,The Best Game,True,35594,2142,1737906324,False,0,0,0
76561199189369427,186465223,The Best Game,True,36409,2142,1737906320,False,0,0,0
76561199189497478,186465218,The Best Game,True,33829,1020,1737906317,False,0,0,0
76561199175267218,186465215,The Best Game,True,36114,2142,1737906313,False,0,0,0
76561199189436633,186465213,The Best Game,True,35369,2142,1737906310,False,0,0,0
76561199189156451,186465207,The Best Game,True,35098,2142,1737906306,False,0,0,0
76561198242998640,186462073,W,True,79264,1,1737903878,False,0,0,0
76561199019819116,186455360,way ayoo,True,15676,1055,1737898240,False,0,0,0
76561198818226520,186454374,gg,True,202620,2147,1737897362,False,0,0,0
76561198304234999,186453350,🫶,True,233345,2311,1737896367,False,0,0,0
76561199780478261,186452002,like it so much,True,19840,2400,1737895115,False,0,0,0
76561199543652362,186450125,the greatest of time -- G.O.A.T,True,74936,4100,1737893315,False,0,0,0
76561198315187145,186445464,I finished the tutorial :),True,183474,1813,1737888516,False,0,0,0
76561198257052813,186445331,Best Game Ever!,True,342860,1631,1737888345,False,0,0,0
76561198094756088,186444585,ok,True,190918,750,1737887488,False,0,0,0
76561199814740169,186444024,Hello,True,8,8,1737886846,False,0,0,0
76561199814247277,186443357,Hello,True,9,9,1737886067,False,0,0,0
76561199814525873,186442745,Lag,True,9,9,1737885277,False,0,0,0
76561199814958433,186442138,Nice game,True,12,12,1737884576,False,0,0,0
76561199815105447,186441337,Hello,True,7,7,1737883594,False,0,0,0
76561199523173314,186440978,AHAHAHHHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHA,True,55161,2812,1737883158,False,0,0,0
76561198805759095,186440578,"adolf hitler
",True,259,259,1737882631,False,0,0,0
76561199195210006,186440156,"Gamenya bagus, cuma pusing aku wak",True,35129,1101,1737882103,False,0,0,0
76561199814398519,186439543,awesome game.,True,1012,732,1737881347,False,0,0,0
76561199096373919,186436292,"good
",True,31,0,1737877094,False,0,0,0
76561199245989372,186436281,lkasdlkfj,True,251,251,1737877068,False,0,0,0
76561199124272394,186435934,"very enjoyable, keep gambling and let us waste our time in this amazing game. support valve. free palestine and israel (im a centrist) MAGA FOREVER",True,508,47,1737876603,False,0,0,0
76561198853972884,186434721,"Сколько людей, столько и мнений. Легендарная игра, бомбит до сих пор.",True,20574,7,1737874923,False,0,0,0
76561198012334477,186434707,"I like the newest map with more objectives quite a bit. Also, custom maps give plenty of other ways to enjoy the 'game' without actually playing dota itself",True,209145,2012,1737874907,False,0,0,0
76561198121727381,186434635,great,True,215218,1396,1737874816,False,1,0,0
76561199782230851,186434303,Fav game of all time,True,42475,5013,1737874294,False,0,0,0
76561199013414080,186433343,mid,False,53,0,1737872964,False,0,0,0
76561199813620810,186433315,Highly Recommended,True,11,11,1737872928,False,0,0,0
76561198358427102,186430300,I dont like to play in dire.  i like playing from bottom to top.,True,102638,3005,1737868853,False,0,0,0
76561198072612108,186429975,a,True,366582,119,1737868433,False,0,0,0
76561198885324103,186428129,this game is the best game for refreshment of mind,True,207921,758,1737865854,False,0,0,1
76561198236038500,186427289,Best game ever,True,520320,4369,1737864651,False,0,0,0
76561198180565534,186426323,"This is probably the best game ive played, but also the most fusterating game ive played. once you start to get rank its the most rewarding.",True,492786,1976,1737863410,False,0,0,0
76561199025560260,186426078,"Dota 2 can be fun, but honestly, the experience is ruined by its toxic community and steep learning curve. New players are thrown into a chaotic mess with little guidance, and the game’s tutorial barely scratches the surface of what you actually need to know. Matches feel like a gamble—either you get a decent team, or you spend an hour getting flamed for every little mistake. Also, balancing seems like a joke at times, with certain heroes feeling way too overpowered. It’s just not worth the stress most of the time.",False,155,0,1737863120,False,0,0,0
76561198894414772,186424992,dota,True,11197,3698,1737861745,False,0,0,0
76561198427693872,186421848,so many trash player here fuckinmg dota im still in turbo and the match up so fuking shit team  not even play feelis like playing bot and the enemy play so fking pro,False,54742,912,1737857958,False,0,0,0
76561198042195146,186421736,It's alright.,True,354571,2252,1737857817,False,0,0,0
76561198269321573,186421617,okkk,True,846987,2432,1737857665,False,0,0,0
76561198138519829,186421433,OKE BADI,True,164992,1987,1737857437,False,0,0,0
76561199653881724,186421377,best,True,63,7,1737857385,False,0,0,0
76561198063668576,186421270,great game great community,True,60670,414,1737857251,False,0,0,0
76561198083989622,186415872,"This game is awful, It was my favorite game back to 2013-2015, right now it's unplayable piece of brown (you know what) with lots of smurfs, random, and toxic people, I definitely not recommend this game to anyone unless you are a masochist",False,103040,693,1737850849,False,0,0,0
76561199808922353,186415827,Not new player friendly,True,2694,2040,1737850793,False,1,0,0
76561198965166630,186415710,"unique character names like anti-mage, batrider, alchemist, axe, bounty hunter, and witch doctor. nothing stupid like zoe, caitlyn, dr.mundo, or warwick.",True,506,0,1737850666,False,0,0,0
76561198295189996,186415413,Yeah like thats,True,409990,5590,1737850332,False,1,0,0
76561199252619587,186415358,"This game makes you pray for a nuclear apocalypse, because by the end of 1 year of Dota 2, you will hate every race, culture and language with a passion

That's how toxic this trashfire of a game is. It's a good concept, it's just that the userbase consistently has the dumbest, most salty and petty morons to ever be seen on the Internet.

Play at your own risk.",False,321230,7491,1737850279,False,0,0,1
76561199251504485,186415043,"noticed that nobody i know plays this game so i decided to try it... and i see why, it's toxic to the brim, very complex to learn with how many heroes there are and it introduced the god forsaken battle pass system that most f2p games use now.",False,664,664,1737849882,False,2,0,0
76561199259831176,186414459,Папа и папа? У МЕНЯ ЕСТЬ РОДИТЕЛИ!!!,True,14143,1451,1737849202,False,0,0,0
76561198283758291,186411970,this game sucks ur soul out and destroys ur personal relationships and family time. 100% recommend,True,137459,3864,1737846292,False,0,0,0
76561199207814351,186410918,"SHAGH DARD SHODAM <3
",True,324496,6140,1737845175,False,0,0,0
76561199148707964,186409859,terrible for new players,False,63517,2275,1737844110,False,0,0,0
76561199128272895,186408990,"Garbage reporting system. Makes people want to report even when there's nothing to report. You get punished without knowing what for and the community is TOXIC,",False,29856,901,1737843234,False,0,0,0
76561199485839335,186406730,its a good game but may take some years to master,True,36169,1250,1737841128,False,0,0,0
76561198131172758,186405177,is not balance for the game specially for the solo player,False,239313,2222,1737839758,False,0,0,0
76561199589423870,186404843,trash game,False,68655,5411,1737839457,False,0,0,0
76561199124003837,186403446,It is a 10/10 game but it has some getting used to,True,15687,521,1737838230,False,0,0,0
76561198865534409,186402264,"благодаря этой игре у меня появилось множество отцов, о которых я знать и не знал, благодаря ним у меня теперь есть аркана на сфа, всем советую",True,74761,482,1737837129,False,0,0,0
76561199001988572,186402205,fck this,False,15325,4142,1737837078,False,0,0,0
76561198080627567,186401465,Good but so many account buyers and smurfs,True,257702,2213,1737836407,False,0,0,0
76561199262639703,186399771,"its good but after 1500 hours gameplay
",True,85565,1071,1737834943,False,0,0,0
76561198082358213,186399207,Yes.,True,71381,1408,1737834472,False,0,0,0
76561199561431138,186398409,"benchod download nhi horai
",True,9,0,1737833756,False,0,0,0
76561199180508720,186398154,!!!,False,24386,1462,1737833517,False,0,0,0
76561198967039596,186397384,"m,",False,232797,3633,1737832818,False,0,0,0
76561199231294873,186397353,The mechanics of leveling each round are stupid af. It's one thing if players stayed on equal footing but once they spam 4 or 5 group roaming douche bags get a few levels on the other team the game is just a slow torturous death after death event. Stupid af. Do NOT download the devs are retarded.,False,1179,1179,1737832783,False,1,0,0
76561198168867868,186397250,Trash,False,76,19,1737832692,False,0,1,0
76561198868530634,186395920,"NOT RECOMMENDED.

Free games are magnets for retards, so don't start playing this shit game, smurfs are always here and never get info if an account that we report gets banned or not. To many slavic people(rrruski included), with 0 skills.",False,204042,100,1737831575,False,0,0,0
76561198400271552,186394488,Play this game if you hate yourself and want to be mentally ill,True,188587,4047,1737830284,False,0,0,0
76561198323998621,186392662,Na,False,453211,1894,1737828826,False,1,0,0
76561199498685579,186392251,SUpppper FUN > : ),True,25,25,1737828503,False,0,0,0
76561198889232078,186392233,nice game love it,True,2807,341,1737828492,False,0,0,0
76561198422722746,186390886,noice,True,256,256,1737827329,False,0,0,0
76561198894891718,186386071,toxic as it gets but i like it tho,True,69367,604,1737823286,False,0,0,0
76561199191964937,186385451,This game makes Overwatch seem fun.,False,495,55,1737822798,False,1,0,0
76561198853317592,186385328,This game is not have even a real character ! all  of them is Fictional characters.,False,49293,518,1737822679,False,0,0,0
76561198166609060,186382835,qs,True,100009,5300,1737820630,False,0,0,0
76561198059665101,186382349,"This community is more toxic than Counterstrike.  Not only does valve not care about new players being harassed out of their own game, but they take no action against lifers that do nothing but report people who are trying to learn.",False,3470,0,1737820198,False,0,0,0
76561199807072604,186382245,hi it was perfect game .play it,True,9544,2601,1737820105,False,0,0,0
76561199050623988,186380570,don't mess up your life over this shitty game,False,11845,2840,1737818682,False,1,0,0
76561198057302094,186379498,game was good now its just silly people constantly report you if you are a new player and don't get any help then when they do you end up with a bad behaviour score which is then even harder because you cant communicate and getting your score is just impossible i have player 15/20 games with and been give comends and it still hasn't moved pointless game now sadly!,False,51031,1383,1737817719,False,0,0,0
76561197989857957,186378397,Would you call a game fun if you lose 80% of the time?,False,261603,822,1737816882,False,1,0,0
76561199814550177,186377796,Nice,True,21,21,1737816394,False,0,0,0
76561198128556696,186376682,i like this game with other player,True,376853,1084,1737815412,False,0,0,0
76561198319130015,186376210,BEST TOCIX GAME EVER,True,328568,3502,1737814983,False,1,0,0
76561199808390983,186376028,"Shit game from shit developer, play it for free, make other players suffer, reduce the amount of money players spend on this company 

Created 127 accoutns so far to destroy the game like we did to HoN
Dota is made by psycho person called Gabe Newell, he is fat, ugly and dickless - his wife cheat on him so only thing validate his existance is creating unfair unbalanced video game so he transfer his misery to other people. 

Make him suffer more, enjoy the game for absolutely FREE",False,3101,414,1737814838,False,0,0,0
76561199814528597,186375976,Nice,True,11,11,1737814790,False,0,0,0
76561198140313038,186375740,this game suck,False,190222,925,1737814595,False,0,0,0
76561198074573286,186375041,Fuck this SEA server so much cancer players,False,97204,3106,1737813975,False,0,0,0
76561199021214347,186374749,noice,True,38458,1868,1737813711,False,0,0,0
76561199488827835,186374740,VERY NICE,True,1278,714,1737813706,False,0,0,0
76561199814423984,186373653,nice game,True,14,14,1737812806,False,0,0,0
76561199814762614,186373582,Nice game,True,9,9,1737812725,False,0,0,0
76561199113277772,186373078,god,True,33873,774,1737812247,False,0,0,0
76561198171571531,186371972,!,True,60437,2431,1737811232,False,1,0,0
76561199442984322,186370157,ty,True,8868,516,1737809578,False,0,0,0
76561199568038900,186369986,the best since 2009,True,37904,919,1737809402,False,0,0,0
76561198105133951,186369596,good game,True,63911,506,1737809017,False,0,0,0
76561198262218671,186369013,ggwp,True,293013,503,1737808394,False,0,0,0
76561198309823509,186368814,so many smurf,True,7011,2216,1737808205,False,0,0,0
76561198832744124,186367757,"Never play this game ,it wastes time",False,380323,1270,1737807073,False,2,0,0
76561197960351533,186367398,"After everything, I still recommend it.",True,169796,3355,1737806714,False,0,0,0
76561199247771123,186367030,Play Marci,True,18529,4590,1737806319,False,0,0,0
76561198312626179,186366573,game bgs(t),True,47023,982,1737805850,False,0,0,0
76561199124883312,186365575,во цао нима,False,69385,4638,1737804774,False,2,0,0
76561199184180163,186365464,"game good
",True,120266,3565,1737804652,False,1,0,0
76561198364953377,186365459,ud,True,109042,58,1737804648,False,0,0,0
76561198822812564,186364158,The Best Game,True,466,466,1737803148,False,1,0,0
76561198870975400,186362480,Best,True,56333,128,1737801225,False,1,0,0
76561198187745855,186362245,Not going to play this game until anti game conduct is properly punished. Too much toxicity to step foot in this acid bile of a game,False,365808,3624,1737800938,False,1,0,0
76561198394998748,186361284,"When I first launched Dota 2, I was honestly a little confused. So many heroes, items and some crazy map where everything happens at the same time. But after a few matches I realized what makes this game so popular.

Every hero here is unique - each has their own abilities, play style and role in the team. I especially liked how important it is not just to play well for your character, but to understand how to interact with others. Every match is a new story, where everything depends on your decisions and tactics.

Of course, it wasn't easy to get used to it. At first I got beaten a lot, and sometimes it was frustrating because of the toxicity of some of the players. But over time, as I started to understand the mechanics, pick strategies and win, Dota 2 started to be a real pleasure.

This game isn't about quick wins, it's about process. It teaches you how to think, plan and work as a team. Yes, it's not the easiest way, but every win in Dota 2 feels like something earned.",True,159087,1,1737799907,False,0,0,0
76561198139968193,186361001,"the best game in the world even i never touch 3k mmr after 10 playing it more than 3k hours
",True,178117,9300,1737799559,False,0,0,0
76561198042763503,186359559,run run and never look back!!!!,False,914288,2790,1737797880,False,1,0,0
76561198236812478,186359083,"I ve quit for 6 years, no way to get back on this, it need a more social, relaxed version",False,48729,954,1737797322,False,1,0,0
76561198877054341,186358882,govno,True,4419,234,1737797112,False,1,0,0
76561198857896892,186358050,nice,True,102511,1485,1737796127,False,0,0,0
76561199074712686,186357709,it seems to be slower when I play,True,66224,1932,1737795718,False,0,0,0
76561198033521117,186357329,it says this game is free but it actually costs your sanity,True,422987,3252,1737795276,False,1,0,0
76561198323905188,186355861,Sucks your soul,True,16172,1386,1737793254,False,0,0,0
76561198849863262,186354678,amazing wowers,True,21938,0,1737791625,False,0,0,0
76561198852606284,186353839,good,True,58673,2072,1737790451,False,0,0,0
76561198359625352,186352921,Dota 2 is the game where i can play more than 10hrs without eating. call me addict but i love this game,True,115970,5752,1737789216,False,0,0,0
76561198847918669,186351700,good,True,351,227,1737787581,False,0,0,0
76561199025664943,186351688,top1,True,352623,3533,1737787565,False,0,0,0
76561199133912522,186351256,dogshit,False,48049,432,1737786970,False,0,0,0
76561199177663391,186350198,Норм игра,True,108895,0,1737785520,False,0,0,0
76561199444376246,186350170,best game ever,True,169209,658,1737785487,False,0,0,0
76561198169079646,186350093,"yepp this game is soooo much fun, friendly teammate, learnable mechanics, and this game is FREE.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
BUT YOU SHOULD PAY WITH YOUR SOUL",True,63495,0,1737785396,False,0,0,0
76561199384045030,186347613,The Best Game,True,3692,3005,1737782052,False,0,0,0
76561199371140909,186347610,The Best Game,True,3691,3005,1737782048,False,0,0,0
76561199376236438,186347608,The Best Game,True,3692,3005,1737782045,False,0,0,0
76561199443075982,186347605,The Best Game,True,3691,3005,1737782041,False,0,0,0
76561199370170871,186347603,The Best Game,True,3691,3005,1737782038,False,0,0,0
76561199354092685,186347598,The Best Game,True,3692,3005,1737782034,False,0,0,0
76561199389922912,186347596,The Best Game,True,3692,3005,1737782031,False,0,0,0
76561199297492472,186347592,The Best Game,True,3692,3005,1737782027,False,0,0,0
76561199412990596,186347588,The Best Game,True,3692,3005,1737782024,False,0,0,0
76561199384307086,186347586,The Best Game,True,3692,3005,1737782020,False,0,0,0
76561199405102526,186347579,The Best Game,True,3692,3005,1737782017,False,0,0,0
76561199305560295,186347576,The Best Game,True,3692,3005,1737782013,False,0,0,0
76561199384849991,186347574,The Best Game,True,3692,3005,1737782010,False,0,0,0
76561199404363073,186347570,The Best Game,True,3692,3005,1737782006,False,0,0,0
76561199368455019,186347567,The Best Game,True,3692,3005,1737782003,False,0,0,0
76561199401399407,186347563,The Best Game,True,3671,2985,1737781999,False,0,0,0
76561199444809482,186347561,The Best Game,True,3693,3005,1737781996,False,0,0,0
76561199372223773,186347558,The Best Game,True,3693,594,1737781992,False,0,0,0
76561199392081056,186347557,The Best Game,True,3693,594,1737781989,False,0,0,0
76561199391952014,186347555,The Best Game,True,3693,594,1737781985,False,0,0,0
76561199367390750,186347554,The Best Game,True,3692,594,1737781982,False,0,0,0
76561199436669064,186347551,The Best Game,True,3692,594,1737781978,False,0,0,0
76561199379225261,186347545,The Best Game,True,3693,594,1737781975,False,0,0,0
76561199381066449,186347540,The Best Game,True,3693,594,1737781971,False,0,0,0
76561199391869535,186347538,The Best Game,True,3693,594,1737781968,False,0,0,0
76561199354262721,186347536,The Best Game,True,3692,594,1737781964,False,0,0,0
76561199379195136,186347532,The Best Game,True,3693,594,1737781961,False,0,0,0
76561199389616204,186347529,The Best Game,True,3693,594,1737781957,False,0,0,0
76561199431203731,186347524,The Best Game,True,3693,594,1737781954,False,0,0,0
76561199380640385,186347520,The Best Game,True,3693,594,1737781950,False,0,0,0
76561199405123147,186347517,The Best Game,True,3693,594,1737781947,False,0,0,0
76561199419854082,186347513,The Best Game,True,3693,594,1737781943,False,0,0,0
76561199443770559,186347508,The Best Game,True,3693,594,1737781940,False,0,0,0
76561199445740825,186347505,The Best Game,True,3694,594,1737781936,False,0,0,0
76561199349370295,186347502,The Best Game,True,3693,594,1737781933,False,0,0,0
76561199412200868,186347500,The Best Game,True,3694,594,1737781929,False,0,0,0
76561199412658180,186347495,The Best Game,True,3694,594,1737781926,False,0,0,0
76561199418152660,186347494,The Best Game,True,3694,594,1737781924,False,0,0,0
76561199407587392,186347493,The Best Game,True,3694,594,1737781924,False,0,0,0
76561199428186908,186347492,The Best Game,True,3694,594,1737781924,False,0,0,0
76561199416136433,186347491,The Best Game,True,3693,594,1737781924,False,0,0,0
76561199423571058,186347490,The Best Game,True,3694,594,1737781924,False,0,0,0
76561199378965154,186347486,The Best Game,True,3693,594,1737781918,False,0,0,0
76561199377733176,186347480,The Best Game,True,3693,594,1737781911,False,0,0,0
76561199380497125,186347479,The Best Game,True,3694,594,1737781907,False,0,0,0
76561199383540055,186347474,The Best Game,True,3694,594,1737781905,False,0,0,0
76561199417319718,186347473,The Best Game,True,3694,594,1737781904,False,0,0,0
76561199375920839,186347467,The Best Game,True,3694,594,1737781897,False,0,0,0
76561199381210247,186347465,The Best Game,True,3694,594,1737781896,False,0,0,0
76561199388811962,186347462,The Best Game,True,3694,594,1737781892,False,0,0,0
76561199380450424,186347461,The Best Game,True,3695,594,1737781891,False,0,0,0
76561199309416406,186347459,The Best Game,True,3694,594,1737781890,False,0,0,0
76561199441659729,186347453,The Best Game,True,3695,594,1737781882,False,0,0,0
76561199444683187,186347446,The Best Game,True,3694,594,1737781876,False,0,0,0
76561199380342276,186347439,The Best Game,True,3695,594,1737781870,False,0,0,0
76561199391898909,186347434,The Best Game,True,3695,594,1737781863,False,0,0,0
76561199410997477,186347428,The Best Game,True,3695,594,1737781856,False,0,0,0
76561199345591667,186347421,The Best Game,True,3695,594,1737781852,False,0,0,0
76561199405678299,186347420,The Best Game,True,3694,594,1737781849,False,0,0,0
76561199445578225,186347415,The Best Game,True,3694,594,1737781845,False,0,0,0
76561199443173899,186347409,The Best Game,True,3695,594,1737781842,False,0,0,0
76561199446106250,186347405,The Best Game,True,3694,594,1737781838,False,0,0,0
76561199445073545,186347403,The Best Game,True,3694,594,1737781835,False,0,0,0
76561199405552457,186347397,The Best Game,True,3695,594,1737781831,False,0,0,0
76561199376419687,186347391,The Best Game,True,3695,594,1737781828,False,0,0,0
76561199445459518,186347385,The Best Game,True,3695,594,1737781824,False,0,0,0
76561199384435143,186347384,The Best Game,True,3695,594,1737781821,False,0,0,0
76561199380319366,186347378,The Best Game,True,3696,594,1737781817,False,0,0,0
76561199405808401,186347376,The Best Game,True,3696,594,1737781814,False,0,0,0
76561199440159949,186347373,The Best Game,True,3696,594,1737781810,False,0,0,0
76561199404777473,186347370,The Best Game,True,3695,594,1737781807,False,0,0,0
76561199428547890,186347367,The Best Game,True,3696,594,1737781803,False,0,0,0
